                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                 0.2789,                0.21935,                0.87877,                0.98763,                0.98327,                 0.9938,                0.96226,                0.26358,                0.17417,                0.78899,             0.00056938,             0.00056938,             0.00056938
                     57,                0.29103,                0.22228,                0.87813,                 0.9806,                0.99555,                0.99402,                0.96867,                0.26668,                0.16323,                0.79255,               0.000557,               0.000557,               0.000557
                     58,                0.27268,                0.21146,                0.86737,                0.99185,                0.99806,                  0.995,                 0.9692,                0.25371,                0.15937,                0.78395,             0.00054463,             0.00054463,             0.00054463
                     59,                0.26984,                0.22034,                 0.8666,                0.99578,                      1,                  0.995,                0.96426,                0.26579,                0.17612,                 0.7901,             0.00053225,             0.00053225,             0.00053225
                     60,                0.27442,                0.21227,                0.87274,                0.99713,                0.98832,                  0.995,                 0.9594,                0.29163,                0.19554,                0.80302,             0.00051988,             0.00051988,             0.00051988
                     61,                0.27708,                0.22118,                0.87135,                0.99706,                0.98865,                  0.995,                0.95878,                0.26457,                0.18676,                0.79161,              0.0005075,              0.0005075,              0.0005075
                     62,                0.27161,                0.21125,                0.87311,                0.99662,                0.98805,                  0.995,                0.96611,                0.24272,                0.16608,                0.78266,             0.00049513,             0.00049513,             0.00049513
                     63,                0.26844,                0.21003,                0.86596,                0.99509,                      1,                  0.995,                0.96924,                0.25744,                0.17141,                0.79062,             0.00048275,             0.00048275,             0.00048275
                     64,                0.26464,                0.21059,                0.86946,                0.99691,                0.97474,                0.99402,                0.96258,                0.24751,                  0.164,                 0.7794,             0.00047038,             0.00047038,             0.00047038
                     65,                0.24861,                0.19709,                0.87021,                  0.997,                      1,                  0.995,                0.96998,                0.25369,                0.17161,                0.78279,               0.000458,               0.000458,               0.000458
                     66,                0.26657,                0.20555,                0.86921,                 0.9971,                      1,                  0.995,                0.96986,                0.24609,                0.15947,                 0.7823,             0.00044563,             0.00044563,             0.00044563
                     67,                0.25524,                0.20026,                 0.8657,                0.99506,                      1,                  0.995,                0.97051,                0.25021,                0.16313,                0.78157,             0.00043325,             0.00043325,             0.00043325
                     68,                0.25545,                0.19855,                0.86716,                0.99687,                      1,                  0.995,                0.97082,                0.25321,                0.16663,                0.78581,             0.00042087,             0.00042087,             0.00042087
                     69,                0.26188,                 0.2028,                0.87069,                0.99622,                      1,                  0.995,                0.96545,                0.24192,                0.15015,                 0.7891,              0.0004085,              0.0004085,              0.0004085
                     70,                0.26273,                0.20371,                0.86909,                0.99641,                      1,                  0.995,                0.96869,                0.23995,                0.16279,                0.78747,             0.00039613,             0.00039613,             0.00039613
                     71,                0.24962,                0.19409,                 0.8641,                0.99698,                      1,                  0.995,                 0.9682,                0.24677,                0.16037,                0.78202,             0.00038375,             0.00038375,             0.00038375
                     72,                0.25483,                0.19792,                0.86739,                0.99649,                      1,                  0.995,                0.96784,                0.24824,                0.15184,                0.78296,             0.00037138,             0.00037138,             0.00037138
                     73,                0.25339,                0.19753,                0.87048,                0.99593,                      1,                  0.995,                0.97127,                 0.2425,                0.15834,                0.78355,               0.000359,               0.000359,               0.000359
                     74,                0.24877,                0.19354,                0.86922,                0.99677,                      1,                  0.995,                0.96819,                0.24332,                0.15617,                0.78155,             0.00034663,             0.00034663,             0.00034663
                     75,                0.24647,                0.19096,                0.86407,                0.99608,                      1,                  0.995,                0.97634,                0.24094,                0.15409,                0.77921,             0.00033425,             0.00033425,             0.00033425
                     76,                0.24846,                0.19305,                0.86816,                0.99738,                      1,                  0.995,                0.97381,                0.24818,                  0.155,                0.77762,             0.00032188,             0.00032188,             0.00032188
                     77,                0.24661,                0.19264,                0.86386,                0.99734,                      1,                  0.995,                 0.9735,                0.24366,                0.15392,                0.78408,              0.0003095,              0.0003095,              0.0003095
                     78,                0.24596,                0.18616,                0.87071,                0.99656,                      1,                  0.995,                 0.9701,                0.23493,                0.14888,                 0.7747,             0.00029713,             0.00029713,             0.00029713
                     79,                0.24029,                0.18897,                0.86601,                0.99676,                      1,                  0.995,                0.96763,                0.23888,                0.14921,                 0.7819,             0.00028475,             0.00028475,             0.00028475
                     80,                0.24001,                0.18988,                0.86349,                0.99541,                      1,                  0.995,                0.96708,                0.24826,                0.14601,                0.78949,             0.00027237,             0.00027237,             0.00027237
                     81,                0.24154,                0.18148,                0.86255,                0.99728,                      1,                  0.995,                0.97091,                0.24322,                0.14445,                0.78338,                0.00026,                0.00026,                0.00026
                     82,                0.24073,                0.18484,                0.86673,                0.99706,                      1,                  0.995,                0.97063,                0.23651,                0.15884,                0.78315,             0.00024762,             0.00024762,             0.00024762
                     83,                0.24407,                0.18415,                0.85908,                0.98049,                      1,                  0.995,                0.97163,                0.24346,                0.16327,                0.78035,             0.00023525,             0.00023525,             0.00023525
                     84,                0.23784,                0.18171,                0.86394,                0.99574,                0.99889,                  0.995,                0.97369,                0.24822,                0.15387,                0.78208,             0.00022288,             0.00022288,             0.00022288
                     85,                0.22857,                0.17512,                0.85837,                0.97754,                0.99768,                  0.995,                  0.973,                0.23876,                0.15586,                0.78236,              0.0002105,              0.0002105,              0.0002105
                     86,                0.23106,                0.18197,                0.86305,                0.99438,                      1,                  0.995,                0.97298,                0.24337,                0.15495,                0.78478,             0.00019813,             0.00019813,             0.00019813
                     87,                0.23776,                0.18426,                0.86048,                0.99142,                0.99845,                  0.995,                0.97361,                0.24091,                0.14736,                0.77801,             0.00018575,             0.00018575,             0.00018575
                     88,                0.23013,                0.17426,                0.85686,                0.99616,                      1,                  0.995,                0.97248,                0.24508,                0.14794,                0.78863,             0.00017338,             0.00017338,             0.00017338
                     89,                0.23099,                 0.1801,                0.85758,                0.99685,                      1,                  0.995,                0.97397,                0.24192,                0.14361,                0.79209,               0.000161,               0.000161,               0.000161
                     90,                0.22694,                0.17562,                0.86376,                0.99754,                      1,                  0.995,                 0.9691,                0.24125,                0.14361,                0.78678,             0.00014862,             0.00014862,             0.00014862
                     91,                0.21189,                0.16358,                0.82384,                0.99719,                0.99846,                  0.995,                0.96856,                0.23857,                0.14609,                0.78908,             0.00013625,             0.00013625,             0.00013625
                     92,                0.19828,                0.14632,                0.82125,                0.99623,                      1,                  0.995,                0.96866,                0.24486,                0.14543,                0.79045,             0.00012387,             0.00012387,             0.00012387
                     93,                0.20254,                0.14809,                0.82204,                0.99727,                0.99862,                  0.995,                0.97025,                0.23357,                0.15147,                0.78295,              0.0001115,              0.0001115,              0.0001115
                     94,                 0.1975,                0.14415,                0.82405,                0.99792,                0.99706,                  0.995,                0.97069,                0.24148,                0.15117,                0.77711,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.19492,                0.14146,                  0.818,                0.99667,                0.99645,                  0.995,                0.97524,                0.22686,                0.14787,                0.77746,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.18845,                 0.1371,                0.81648,                0.99828,                0.99645,                  0.995,                0.97736,                0.22913,                0.14666,                0.77584,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.18714,                0.13683,                0.81369,                0.99729,                0.99801,                  0.995,                0.97764,                0.23024,                0.13944,                0.77719,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.18267,                0.13291,                0.81368,                 0.9981,                0.99775,                  0.995,                0.97543,                0.23161,                0.13474,                0.77538,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.18508,                0.13148,                0.80975,                0.99851,                0.99676,                  0.995,                0.97776,                0.22325,                0.13381,                0.77315,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.18443,                0.12887,                0.81949,                0.99851,                0.99642,                  0.995,                0.98033,                0.22071,                0.13243,                  0.772,             2.4875e-05,             2.4875e-05,             2.4875e-05
